American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other English-based Creole languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Indo-European languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Indo-Iranian languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Mande languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Native North American languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Niger-Congo languages,102,0.3,27,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other Philippine languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other and unspecified languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other languages of Africa,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Other languages of Asia,169,0.5,101,0.6
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Pakistan N.E.C.,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Pashto,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Pennsylvania German,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Polish,3460,11.1,2409,13.8
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Portuguese,124,0.4,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Punjabi,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Romanian,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Russian,371,1.2,79,0.5
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Samoan,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Serbian,14,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Serbocroatian,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Shona,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Sindhi,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Sinhala,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Slovak,54,0.2,54,0.3
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Somali,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Spanish,10689,34.4,7268,41.8
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Swahili,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Swedish,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Swiss German,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tagalog,62,0.2,22,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tamil,10,0,10,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Telugu,17,0.1,17,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Thai,26,0.1,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tibetan,27,0.1,27,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tigrinya,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Tongan,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Turkish,81,0.3,41,0.2
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Ukrainian,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Urdu,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Uto-Aztecan languages,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Uzbek,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Vietnamese,25,0.1,25,0.1
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Wolof,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Yiddish,10489,33.7,4431,25.5
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Yoruba,0,0,0,0
2015-2019,Brooklyn,301,"Williamsburg, Greenpoint",Zuni (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Afrikaans,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Akan (incl. Twi),33,0.3,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Albanian,25,0.2,25,0.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Aleut languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Amharic,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Apache languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Arabic,223,2.1,136,2.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Armenian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Bengali,131,1.2,101,1.9
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Bosnian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Bulgarian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Burmese,17,0.2,17,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Cajun French,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Cebuano,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Chamorro,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Cherokee,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Chin languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene","Chinese (incl. Mandarin, Cantonese)",2714,25.7,1158,21.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Chuukese,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Croatian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Czech,7,0.1,7,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Dakota languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Danish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Dari,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Dutch,24,0.2,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Edoid languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Farsi,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Filipino,37,0.3,37,0.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Finnish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",French,185,1.7,80,1.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Fulah,116,1.1,53,1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ga,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ganda,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Gbe languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Georgian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",German,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Greek,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Gujarati,16,0.2,16,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Haitian,76,0.7,23,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hausa,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hawaiian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hebrew,150,1.4,98,1.8
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hindi,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hmong,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Hungarian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Igbo,75,0.7,38,0.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ilocano,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",India N.E.C.,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Indonesian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Irish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Italian,113,1.1,56,1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Iu Mien,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Jamaican Creole English,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Japanese,314,3,33,0.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kabuverdianu,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kannada,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Karen languages,12,0.1,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Keres,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Khmer,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kinyarwanda,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Konkani,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Korean,334,3.2,138,2.6
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kru languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Kurdish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Lao,6,0.1,6,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Latvian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Lithuanian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Macedonian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Malay,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Malayalam,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Manding languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Marathi,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Marshallese,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Min Nan Chinese,50,0.5,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Mongolian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Muskogean languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Navajo,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Nepali,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Nilo-Saharan languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Norwegian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ojibwa,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Oromo,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Bantu languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Central and South American languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other English-based Creole languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Indo-European languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Indo-Iranian languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Mande languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Native North American languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Niger-Congo languages,8,0.1,8,0.1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other Philippine languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other and unspecified languages,25,0.2,17,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other languages of Africa,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Other languages of Asia,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Pakistan N.E.C.,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Pashto,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Pennsylvania German,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Polish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Portuguese,51,0.5,18,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Punjabi,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Romanian,43,0.4,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Russian,176,1.7,163,3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Samoan,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Serbian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Serbocroatian,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Shona,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Sindhi,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Sinhala,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Slovak,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Somali,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Spanish,4251,40.2,2662,49.7
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Swahili,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Swedish,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Swiss German,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tagalog,23,0.2,23,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tamil,19,0.2,19,0.4
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Telugu,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Thai,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tibetan,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tigrinya,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Tongan,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Turkish,15,0.1,15,0.3
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Ukrainian,69,0.7,55,1
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Urdu,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Uto-Aztecan languages,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Uzbek,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Vietnamese,26,0.2,10,0.2
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Wolof,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Yiddish,1208,11.4,349,6.5
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Yoruba,0,0,0,0
2015-2019,Brooklyn,302,"Brooklyn Heights, Fort Greene",Zuni (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Afrikaans,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Akan (incl. Twi),48,0.3,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Albanian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Aleut languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Amharic,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Apache languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Arabic,79,0.5,26,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,Armenian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Bengali,447,3,265,3.8
2015-2019,Brooklyn,303,Bedford Stuyvesant,Bosnian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Bulgarian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Burmese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Cajun French,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Cebuano,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Chamorro,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Cherokee,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Chin languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,"Chinese (incl. Mandarin, Cantonese)",799,5.4,365,5.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Chuukese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Croatian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Czech,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Dakota languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Danish,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Dari,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Dutch,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Edoid languages,30,0.2,30,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,Farsi,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Filipino,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Finnish,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,French,468,3.2,315,4.5
2015-2019,Brooklyn,303,Bedford Stuyvesant,Fulah,94,0.6,50,0.7
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ga,12,0.1,12,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ganda,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Gbe languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Georgian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,German,30,0.2,30,0.4
2015-2019,Brooklyn,303,Bedford Stuyvesant,Greek,3,0,3,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Gujarati,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Haitian,217,1.5,134,1.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hausa,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hawaiian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hebrew,373,2.5,131,1.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hindi,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hmong,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Hungarian,37,0.2,16,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Igbo,16,0.1,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ilocano,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,India N.E.C.,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Indonesian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Irish,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Italian,91,0.6,9,0.1
2015-2019,Brooklyn,303,Bedford Stuyvesant,Iu Mien,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Jamaican Creole English,86,0.6,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Japanese,45,0.3,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kabuverdianu,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kannada,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Karen languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Keres,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Khmer,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kinyarwanda,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Konkani,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Korean,111,0.7,15,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kru languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Kurdish,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Lao,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Latvian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Lithuanian,28,0.2,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Macedonian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Malay,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Malayalam,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Manding languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Marathi,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Marshallese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Min Nan Chinese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Mongolian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Muskogean languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Navajo,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Nepali,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Nilo-Saharan languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Norwegian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Ojibwa,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Oromo,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Afro-Asiatic languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Bantu languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Central and South American languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other English-based Creole languages,19,0.1,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Indo-European languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Indo-Iranian languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Mande languages,297,2,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Native North American languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Niger-Congo languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other Philippine languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other and unspecified languages,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other languages of Africa,136,0.9,76,1.1
2015-2019,Brooklyn,303,Bedford Stuyvesant,Other languages of Asia,9,0.1,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Pakistan N.E.C.,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Pashto,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Pennsylvania German,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Polish,17,0.1,17,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Portuguese,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Punjabi,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Romanian,13,0.1,13,0.2
2015-2019,Brooklyn,303,Bedford Stuyvesant,Russian,114,0.8,65,0.9
2015-2019,Brooklyn,303,Bedford Stuyvesant,Samoan,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Serbian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Serbocroatian,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Shona,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Sindhi,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Sinhala,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Slovak,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Somali,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Spanish,6967,46.9,4176,59.3
2015-2019,Brooklyn,303,Bedford Stuyvesant,Swahili,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Swedish,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Swiss German,0,0,0,0
2015-2019,Brooklyn,303,Bedford Stuyvesant,Tagalog,0,0,0,0
